2022-12-15 22:03:10,265 - INFO - Starting Game
2022-12-15 22:03:12,508 - INFO - NO
2022-12-15 22:03:15,411 - INFO - YES
2022-12-15 22:03:17,028 - INFO - YES
2022-12-15 22:03:25,871 - INFO - YES
2022-12-15 22:05:15,968 - INFO - YES
2022-12-15 22:05:55,791 - INFO - YES
2022-12-15 22:05:56,606 - INFO - YES
2022-12-15 22:05:58,638 - INFO - YOU DIED
